What's your name?,What's your Member ID?,Which week is this?,Which contribution are you reporting on?,Link to your contribution README,Which submission are you completing?,What phase are you currently in?,Direct link to your GitLab issue,"Have you completed the ""Why I chose this issue"" section in your README?",Direct link to your GitLab fork,Have you documented your reproduction process in your README?,Have you documented your solution approach in your README?,Have you documented your implementation progress in your README?,Have you documented your testing strategy in your README?,Direct link to your Merge Request (MR) or Pull Request (PR),Have you documented any maintainer feedback in your README?,What phase are you currently in?.1,Briefly summarize what you accomplished this week,What's your plan for next week?,Are you currently blocked or stuck?,Describe what you're blocked on,What kind of support would help you most right now?,Submitted At,Token
Amanda Martinez,AM-011,Week 1,Contribution 1,https://github.com/amandamartinez/codepath-sp26-gitlab/blob/main/contribution-1-README.md,Wednesday Check-In (mid-week pulse check),Phase 1: Issue Selection,https://gitlab.com/gitlab-org/gitlab/-/issues/45013,TRUE,,,,,,,FALSE,Phase 1: Issue Selection,Researching issues,Continue research,FALSE,,,1/14/2026 18:30,m2tak5yccjm420pd9x2qk5a1lcfzg6un
Amanda Martinez,AM-011,Week 1,Contribution 1,https://github.com/amandamartinez/codepath-sp26-gitlab/blob/main/contribution-1-README.md,Sunday Checkpoint (official weekly submission),Phase 1: Issue Selection,https://gitlab.com/gitlab-org/gitlab/-/issues/45013,TRUE,,,,,,,FALSE,Phase 1: Issue Selection,Selected issue #45013,Start reproduction,FALSE,,,1/18/2026 20:30,nyjv15s0br85lxymb0026wzd3i9ipxp4
Amanda Martinez,AM-011,Week 2,Contribution 1,https://github.com/amandamartinez/codepath-sp26-gitlab/blob/main/contribution-1-README.md,Wednesday Check-In (mid-week pulse check),Phase 2: Reproduction & Planning,https://gitlab.com/gitlab-org/gitlab/-/issues/45013,TRUE,https://gitlab.com/amandamartinez/gitlab,1,1,0,0,,FALSE,Phase 2: Reproduction & Planning,Blocked on GDK setup,Resolve GDK setup issues,TRUE,Unable to get GDK environment running due to dependency conflicts,,1/20/2026 18:30,nnjpscsl7oejir22s235popnq658k12r
Amanda Martinez,AM-011,Week 2,Contribution 1,https://github.com/amandamartinez/codepath-sp26-gitlab/blob/main/contribution-1-README.md,Sunday Checkpoint (official weekly submission),Phase 2: Reproduction & Planning,https://gitlab.com/gitlab-org/gitlab/-/issues/45013,TRUE,https://gitlab.com/amandamartinez/gitlab,1,1,0,0,,FALSE,Phase 2: Reproduction & Planning,Blocked on GDK setup,Resolve GDK setup issues,TRUE,Unable to get GDK environment running due to dependency conflicts,,1/22/2026 21:20,zpiomq7d3ll70fxbyeip2u40y9rn9avs
Amanda Martinez,AM-011,Week 3,Contribution 1,https://github.com/amandamartinez/codepath-sp26-gitlab/blob/main/contribution-1-README.md,Wednesday Check-In (mid-week pulse check),Phase 2: Reproduction & Planning,https://gitlab.com/gitlab-org/gitlab/-/issues/45013,TRUE,https://gitlab.com/amandamartinez/gitlab,1,1,0,0,,FALSE,Phase 2: Reproduction & Planning,Still blocked on GDK setup,Resolve GDK setup issues,TRUE,Unable to get GDK environment running due to dependency conflicts,,1/27/2026 18:30,1f64meqdg2lme0uaxxhi2jxs1f88dl9g
Amanda Martinez,AM-011,Week 3,Contribution 1,https://github.com/amandamartinez/codepath-sp26-gitlab/blob/main/contribution-1-README.md,Sunday Checkpoint (official weekly submission),Phase 2: Reproduction & Planning,https://gitlab.com/gitlab-org/gitlab/-/issues/45013,TRUE,https://gitlab.com/amandamartinez/gitlab,1,1,0,0,,FALSE,Phase 2: Reproduction & Planning,Still blocked on GDK setup,Resolve GDK setup issues,TRUE,Unable to get GDK environment running due to dependency conflicts,,1/29/2026 21:20,syfmmtv5cqbbitgv9ojiulfubvvk239t
Amanda Martinez,AM-011,Week 4,Contribution 1,https://github.com/amandamartinez/codepath-sp26-gitlab/blob/main/contribution-1-README.md,Wednesday Check-In (mid-week pulse check),Phase 2: Reproduction & Planning,https://gitlab.com/gitlab-org/gitlab/-/issues/45013,TRUE,https://gitlab.com/amandamartinez/gitlab,1,1,0,0,,FALSE,Phase 2: Reproduction & Planning,Still blocked on GDK setup,Resolve GDK setup issues,TRUE,Unable to get GDK environment running due to dependency conflicts,,2/3/2026 18:30,bwrqwaos128r944p360omfwlos70a3kj
Amanda Martinez,AM-011,Week 4,Contribution 1,https://github.com/amandamartinez/codepath-sp26-gitlab/blob/main/contribution-1-README.md,Sunday Checkpoint (official weekly submission),Phase 2: Reproduction & Planning,https://gitlab.com/gitlab-org/gitlab/-/issues/45013,TRUE,https://gitlab.com/amandamartinez/gitlab,1,1,0,0,,FALSE,Phase 2: Reproduction & Planning,Still blocked on GDK setup,Resolve GDK setup issues,TRUE,Unable to get GDK environment running due to dependency conflicts,,2/5/2026 21:20,exewzik8ryqnspwl4ycmg2fzd6ogpeww
Amanda Martinez,AM-011,Week 5,Contribution 1,https://github.com/amandamartinez/codepath-sp26-gitlab/blob/main/contribution-1-README.md,Wednesday Check-In (mid-week pulse check),Phase 2: Reproduction & Planning,https://gitlab.com/gitlab-org/gitlab/-/issues/45013,TRUE,https://gitlab.com/amandamartinez/gitlab,1,1,0,0,,FALSE,Phase 2: Reproduction & Planning,GDK setup resolved,Continue reproduction,FALSE,,,2/11/2026 18:30,yx5k5mvo7mvipewj4hazb84nllrdpkks
Amanda Martinez,AM-011,Week 5,Contribution 1,https://github.com/amandamartinez/codepath-sp26-gitlab/blob/main/contribution-1-README.md,Sunday Checkpoint (official weekly submission),Phase 2: Reproduction & Planning,https://gitlab.com/gitlab-org/gitlab/-/issues/45013,TRUE,https://gitlab.com/amandamartinez/gitlab,1,1,0,0,,FALSE,Phase 2: Reproduction & Planning,GDK setup resolved,Continue reproduction,FALSE,,,2/15/2026 20:30,oldht8z0q4f0bn6nafeb26m5ijsg7edp
